subject,filename,yaw,pitch,l_h_ratio,l_v_ratio,r_h_ratio,r_v_ratio,label
0003,0003_2m_15P_-10V_0H.jpg,-1.923,-14.179,0.502,0.502,0.501,0.499,1
0003,0003_2m_15P_-10V_10H.jpg,-1.682,-16.107,0.502,0.501,0.501,0.499,1
0003,0003_2m_15P_-10V_15H.jpg,-1.759,-16.257,0.502,0.501,0.502,0.499,0
0003,0003_2m_15P_-10V_5H.jpg,-1.565,-13.181,0.502,0.501,0.501,0.500,1
0003,0003_2m_15P_0V_-10H.jpg,-1.798,-16.674,0.501,0.501,0.501,0.500,1
0003,0003_2m_15P_0V_-15H.jpg,-2.422,-15.087,0.502,0.501,0.500,0.500,0
0003,0003_2m_15P_0V_-5H.jpg,-2.093,-15.140,0.502,0.501,0.501,0.499,1
0003,0003_2m_15P_0V_0H.jpg,0.616,-22.522,0.500,0.502,0.502,0.501,1
0003,0003_2m_15P_0V_10H.jpg,-0.462,-18.817,0.502,0.501,0.502,0.499,1
0003,0003_2m_15P_0V_15H.jpg,-0.932,-19.517,0.503,0.500,0.502,0.500,0
0003,0003_2m_15P_0V_5H.jpg,-0.808,-16.394,0.502,0.501,0.502,0.499,1
0003,0003_2m_15P_10V_-10H.jpg,0.755,-19.852,0.502,0.499,0.501,0.499,1
0003,0003_2m_15P_10V_-15H.jpg,-1.167,-20.382,0.501,0.500,0.500,0.500,0
0003,0003_2m_15P_10V_-5H.jpg,1.532,-21.018,0.502,0.500,0.501,0.499,1
0003,0003_2m_15P_10V_0H.jpg,1.006,-21.912,0.501,0.500,0.502,0.499,1
0003,0003_2m_15P_10V_10H.jpg,1.498,-23.577,0.501,0.501,0.503,0.498,1
0003,0003_2m_15P_10V_15H.jpg,1.046,-24.556,0.501,0.501,0.503,0.500,0
0003,0003_2m_15P_10V_5H.jpg,1.513,-23.136,0.501,0.501,0.502,0.498,1
0003,0003_2m_30P_-10V_-10H.jpg,-2.500,-26.388,0.502,0.502,0.499,0.503,1
0003,0003_2m_30P_-10V_-15H.jpg,-4.190,-31.492,0.501,0.499,0.500,0.500,0
0003,0003_2m_30P_-10V_-5H.jpg,-2.837,-27.963,0.503,0.501,0.501,0.501,1
0003,0003_2m_30P_-10V_0H.jpg,-1.662,-27.308,0.503,0.500,0.502,0.499,1
0003,0003_2m_30P_-10V_10H.jpg,-1.403,-28.793,0.503,0.501,0.504,0.500,1
0003,0003_2m_30P_-10V_15H.jpg,-1.638,-27.481,0.503,0.501,0.504,0.501,0
0003,0003_2m_30P_-10V_5H.jpg,-1.421,-28.957,0.503,0.501,0.502,0.499,1
0003,0003_2m_30P_0V_-10H.jpg,-2.936,-30.051,0.502,0.501,0.500,0.498,1
0003,0003_2m_30P_0V_-15H.jpg,-3.255,-29.153,0.502,0.500,0.499,0.498,0
0003,0003_2m_30P_0V_-5H.jpg,-2.806,-29.542,0.503,0.500,0.501,0.499,1
0003,0003_2m_30P_0V_0H.jpg,-1.386,-33.184,0.501,0.501,0.501,0.499,1
0003,0003_2m_30P_0V_10H.jpg,-2.551,-30.119,0.501,0.501,0.503,0.501,1
0003,0003_2m_30P_0V_15H.jpg,-2.522,-31.719,0.502,0.501,0.503,0.501,0
0003,0003_2m_30P_0V_5H.jpg,-2.717,-28.880,0.502,0.500,0.503,0.500,1
0003,0003_2m_30P_10V_-10H.jpg,-2.043,-31.888,0.502,0.499,0.501,0.499,1
0003,0003_2m_30P_10V_-15H.jpg,-2.448,-31.557,0.502,0.499,0.500,0.500,0
0003,0003_2m_30P_10V_-5H.jpg,-1.896,-31.378,0.502,0.499,0.502,0.499,1
0003,0003_2m_30P_10V_0H.jpg,-1.434,-33.102,0.502,0.500,0.502,0.500,1
0003,0003_2m_30P_10V_10H.jpg,-1.287,-32.320,0.500,0.501,0.503,0.501,1
0003,0003_2m_30P_10V_15H.jpg,-1.883,-33.925,0.502,0.501,0.504,0.500,0
0003,0003_2m_30P_10V_5H.jpg,-1.482,-32.826,0.500,0.500,0.503,0.501,1
0004,0004_2m_-15P_-10V_-10H.jpg,-0.200,20.215,0.499,0.499,0.498,0.499,1
0004,0004_2m_-15P_-10V_-15H.jpg,-0.358,20.065,0.499,0.499,0.498,0.499,0
0004,0004_2m_-15P_-10V_-5H.jpg,0.187,19.350,0.498,0.499,0.499,0.499,1
0004,0004_2m_-15P_-10V_0H.jpg,0.197,19.920,0.499,0.499,0.499,0.499,1
0004,0004_2m_-15P_-10V_10H.jpg,0.123,21.283,0.499,0.500,0.498,0.499,1
0004,0004_2m_-15P_-10V_15H.jpg,0.445,21.097,0.498,0.500,0.498,0.499,0
0004,0004_2m_-15P_-10V_5H.jpg,0.473,20.744,0.499,0.499,0.499,0.499,1
0004,0004_2m_-15P_0V_-10H.jpg,0.563,21.271,0.499,0.499,0.498,0.498,1
0004,0004_2m_-15P_0V_-15H.jpg,-0.062,20.757,0.498,0.499,0.499,0.498,0
0004,0004_2m_-15P_0V_-5H.jpg,0.620,20.499,0.499,0.499,0.500,0.498,1
0004,0004_2m_-15P_0V_0H.jpg,1.270,22.570,0.498,0.499,0.499,0.499,1
0004,0004_2m_-15P_0V_10H.jpg,0.584,20.919,0.498,0.500,0.499,0.499,1
0004,0004_2m_-15P_0V_15H.jpg,0.733,21.674,0.499,0.501,0.498,0.498,0
0004,0004_2m_-15P_0V_5H.jpg,0.306,21.320,0.497,0.500,0.499,0.499,1
0004,0004_2m_-15P_10V_-10H.jpg,0.698,22.053,0.498,0.499,0.499,0.497,1
0004,0004_2m_-15P_10V_-15H.jpg,0.304,21.497,0.499,0.499,0.498,0.497,0
0004,0004_2m_-15P_10V_-5H.jpg,0.598,22.445,0.498,0.500,0.500,0.498,1
0004,0004_2m_-15P_10V_0H.jpg,0.883,22.165,0.497,0.500,0.499,0.498,1
0004,0004_2m_-15P_10V_10H.jpg,0.945,22.693,0.498,0.500,0.499,0.499,1
0004,0004_2m_-15P_10V_15H.jpg,0.705,22.383,0.498,0.500,0.499,0.498,0
0004,0004_2m_-15P_10V_5H.jpg,0.798,22.406,0.498,0.500,0.499,0.498,1
0004,0004_2m_-30P_-10V_-10H.jpg,0.857,32.652,0.498,0.501,0.499,0.499,1
0004,0004_2m_-30P_-10V_-15H.jpg,1.169,32.993,0.498,0.500,0.498,0.499,0
0004,0004_2m_-30P_-10V_-5H.jpg,1.341,32.349,0.498,0.501,0.500,0.499,1
0004,0004_2m_-30P_-10V_0H.jpg,0.845,31.563,0.498,0.502,0.500,0.500,1
0004,0004_2m_-30P_-10V_10H.jpg,1.134,30.756,0.499,0.502,0.499,0.499,1
0004,0004_2m_-30P_-10V_15H.jpg,1.520,31.862,0.500,0.502,0.499,0.499,0
0004,0004_2m_-30P_-10V_5H.jpg,0.764,32.558,0.499,0.502,0.498,0.499,1
0004,0004_2m_-30P_0V_-10H.jpg,0.906,32.506,0.497,0.500,0.499,0.499,1
0004,0004_2m_-30P_0V_-15H.jpg,0.705,33.927,0.497,0.500,0.499,0.499,0
0004,0004_2m_-30P_0V_-5H.jpg,1.098,32.738,0.498,0.501,0.500,0.499,1
0004,0004_2m_-30P_0V_0H.jpg,1.523,34.628,0.499,0.501,0.499,0.499,1
0004,0004_2m_-30P_0V_10H.jpg,1.610,32.040,0.499,0.502,0.499,0.499,1
0004,0004_2m_-30P_0V_15H.jpg,2.009,32.443,0.500,0.501,0.499,0.499,0
0004,0004_2m_-30P_0V_5H.jpg,1.603,31.043,0.498,0.502,0.499,0.499,1
0004,0004_2m_-30P_10V_-10H.jpg,1.826,33.557,0.497,0.501,0.498,0.497,1
0004,0004_2m_-30P_10V_-15H.jpg,1.494,32.319,0.498,0.500,0.497,0.498,0
0004,0004_2m_-30P_10V_-5H.jpg,1.659,32.948,0.497,0.501,0.499,0.498,1
0004,0004_2m_-30P_10V_0H.jpg,1.331,32.859,0.497,0.501,0.500,0.498,1
0004,0004_2m_-30P_10V_10H.jpg,2.088,34.061,0.499,0.502,0.499,0.499,1
0004,0004_2m_-30P_10V_15H.jpg,2.513,33.606,0.500,0.501,0.499,0.499,0
0004,0004_2m_-30P_10V_5H.jpg,0.926,33.813,0.498,0.501,0.499,0.498,1
0004,0004_2m_0P_-10V_-10H.jpg,-1.547,-9.799,0.501,0.500,0.500,0.498,1
0004,0004_2m_0P_-10V_-15H.jpg,-1.612,-8.484,0.500,0.501,0.500,0.498,0
0004,0004_2m_0P_-10V_-5H.jpg,-1.397,-10.310,0.500,0.500,0.500,0.498,1
0004,0004_2m_0P_-10V_0H.jpg,-1.192,-10.433,0.500,0.500,0.500,0.498,1
0004,0004_2m_0P_-10V_10H.jpg,-0.773,-6.873,0.501,0.498,0.501,0.498,1
0004,0004_2m_0P_-10V_15H.jpg,-0.834,-7.460,0.500,0.499,0.500,0.499,0
0004,0004_2m_0P_-10V_5H.jpg,-1.344,-11.617,0.501,0.499,0.500,0.498,1
0004,0004_2m_0P_0V_-10H.jpg,-1.439,-6.998,0.500,0.500,0.500,0.497,1
0004,0004_2m_0P_0V_-15H.jpg,-1.635,-8.878,0.500,0.500,0.500,0.497,0
0004,0004_2m_0P_0V_-5H.jpg,-1.689,-9.273,0.500,0.499,0.500,0.498,1
0004,0004_2m_0P_0V_0H.jpg,-1.467,-6.530,0.500,0.499,0.500,0.497,1
0004,0004_2m_0P_0V_10H.jpg,-1.011,-8.242,0.501,0.498,0.501,0.498,1
0004,0004_2m_0P_0V_15H.jpg,-0.690,-9.431,0.502,0.498,0.501,0.498,0
0004,0004_2m_0P_0V_5H.jpg,-1.258,-9.901,0.500,0.499,0.500,0.497,1
0004,0004_2m_0P_10V_-10H.jpg,-1.618,-8.518,0.500,0.499,0.500,0.496,1
0004,0004_2m_0P_10V_-15H.jpg,-1.809,-9.924,0.500,0.499,0.500,0.497,0
0004,0004_2m_0P_10V_-5H.jpg,-1.102,-4.431,0.501,0.499,0.501,0.497,1
0004,0004_2m_0P_10V_0H.jpg,-1.206,-8.821,0.500,0.499,0.501,0.497,1
0004,0004_2m_0P_10V_10H.jpg,-0.745,-3.587,0.501,0.498,0.501,0.497,1
0004,0004_2m_0P_10V_15H.jpg,-0.495,-5.165,0.500,0.498,0.501,0.498,0
0004,0004_2m_0P_10V_5H.jpg,-0.917,-5.189,0.500,0.498,0.500,0.497,1
0004,0004_2m_15P_-10V_-10H.jpg,0.817,-31.830,0.501,0.501,0.501,0.500,1
0004,0004_2m_15P_-10V_-15H.jpg,0.463,-31.644,0.501,0.500,0.500,0.500,0
0004,0004_2m_15P_-10V_-5H.jpg,0.878,-31.032,0.502,0.501,0.501,0.501,1
0004,0004_2m_15P_-10V_0H.jpg,1.062,-31.300,0.502,0.502,0.502,0.502,1
0004,0004_2m_15P_-10V_10H.jpg,0.634,-32.043,0.502,0.500,0.502,0.500,1
0004,0004_2m_15P_-10V_15H.jpg,0.713,-31.818,0.503,0.499,0.504,0.500,0
0004,0004_2m_15P_-10V_5H.jpg,0.989,-31.730,0.502,0.502,0.502,0.501,1
0004,0004_2m_15P_0V_-10H.jpg,0.259,-33.331,0.501,0.500,0.500,0.501,1
0004,0004_2m_15P_0V_-15H.jpg,0.105,-33.268,0.501,0.500,0.499,0.502,0
0004,0004_2m_15P_0V_-5H.jpg,0.253,-33.114,0.501,0.501,0.502,0.500,1
0004,0004_2m_15P_0V_0H.jpg,0.073,-32.154,0.501,0.501,0.502,0.500,1
0004,0004_2m_15P_0V_10H.jpg,0.148,-31.812,0.501,0.500,0.503,0.499,1
0004,0004_2m_15P_0V_15H.jpg,0.620,-33.153,0.502,0.500,0.504,0.498,0
0004,0004_2m_15P_0V_5H.jpg,0.066,-32.971,0.502,0.501,0.503,0.500,1
0004,0004_2m_15P_10V_-10H.jpg,-0.288,-33.554,0.500,0.499,0.500,0.501,1
0004,0004_2m_15P_10V_-15H.jpg,-0.281,-33.292,0.501,0.499,0.501,0.500,0
0004,0004_2m_15P_10V_-5H.jpg,-0.876,-32.262,0.500,0.500,0.501,0.501,1
0004,0004_2m_15P_10V_0H.jpg,-0.494,-32.911,0.500,0.501,0.503,0.500,1
0004,0004_2m_15P_10V_10H.jpg,-0.314,-32.864,0.500,0.501,0.504,0.499,1
0004,0004_2m_15P_10V_15H.jpg,-0.005,-32.630,0.502,0.500,0.504,0.498,0
0004,0004_2m_15P_10V_5H.jpg,-0.257,-33.024,0.501,0.501,0.504,0.499,1
0004,0004_2m_30P_-10V_-10H.jpg,178.632,-42.133,0.503,0.500,0.500,0.500,1
0004,0004_2m_30P_-10V_-15H.jpg,178.814,-43.285,0.502,0.501,0.499,0.499,0
0004,0004_2m_30P_-10V_-5H.jpg,178.608,-42.413,0.502,0.501,0.501,0.501,1
0004,0004_2m_30P_-10V_0H.jpg,178.871,-43.023,0.503,0.502,0.501,0.501,1
0004,0004_2m_30P_-10V_10H.jpg,178.567,-43.059,0.503,0.502,0.501,0.500,1
0004,0004_2m_30P_-10V_15H.jpg,177.900,-43.182,0.503,0.501,0.503,0.499,0
0004,0004_2m_30P_-10V_5H.jpg,178.630,-43.108,0.502,0.502,0.501,0.501,1
0004,0004_2m_30P_0V_-10H.jpg,178.637,-43.526,0.501,0.500,0.499,0.499,1
0004,0004_2m_30P_0V_-15H.jpg,178.001,-43.046,0.501,0.500,0.499,0.499,0
0004,0004_2m_30P_0V_-5H.jpg,179.084,-42.697,0.501,0.500,0.500,0.500,1
0004,0004_2m_30P_0V_0H.jpg,178.396,-45.093,0.501,0.501,0.501,0.499,1
0004,0004_2m_30P_0V_10H.jpg,178.422,-43.100,0.502,0.501,0.502,0.501,1
0004,0004_2m_30P_0V_15H.jpg,177.806,-43.092,0.502,0.501,0.504,0.498,0
0004,0004_2m_30P_0V_5H.jpg,177.962,-43.820,0.502,0.501,0.502,0.500,1
0004,0004_2m_30P_10V_-10H.jpg,178.076,-44.905,0.501,0.500,0.500,0.496,1
0004,0004_2m_30P_10V_-15H.jpg,177.544,-43.297,0.501,0.500,0.500,0.497,0
0004,0004_2m_30P_10V_-5H.jpg,178.399,-44.797,0.501,0.500,0.500,0.498,1
0004,0004_2m_30P_10V_0H.jpg,179.605,-45.766,0.501,0.500,0.500,0.497,1
0004,0004_2m_30P_10V_10H.jpg,178.915,-45.209,0.501,0.501,0.502,0.499,1
0004,0004_2m_30P_10V_15H.jpg,178.931,-45.075,0.502,0.500,0.503,0.500,0
0004,0004_2m_30P_10V_5H.jpg,179.037,-45.189,0.502,0.501,0.502,0.499,1
0005,0005_2m_-15P_-10V_-10H.jpg,0.559,8.853,0.500,0.502,0.500,0.501,1
0005,0005_2m_-15P_-10V_-15H.jpg,0.370,8.803,0.501,0.502,0.499,0.501,0
0005,0005_2m_-15P_-10V_-5H.jpg,0.256,9.540,0.500,0.502,0.499,0.501,1
0005,0005_2m_-15P_-10V_0H.jpg,0.599,10.364,0.500,0.503,0.500,0.501,1
0005,0005_2m_-15P_-10V_10H.jpg,0.720,11.533,0.499,0.501,0.500,0.501,1
0005,0005_2m_-15P_-10V_15H.jpg,0.941,9.985,0.500,0.501,0.500,0.500,0
0005,0005_2m_-15P_-10V_5H.jpg,0.477,10.464,0.500,0.502,0.499,0.501,1
0005,0005_2m_-15P_0V_-10H.jpg,-0.289,13.305,0.500,0.502,0.499,0.500,1
0005,0005_2m_-15P_0V_-15H.jpg,-0.797,13.932,0.501,0.502,0.499,0.500,0
0005,0005_2m_-15P_0V_-5H.jpg,0.311,12.107,0.500,0.501,0.499,0.500,1
0005,0005_2m_-15P_0V_0H.jpg,-0.277,15.612,0.500,0.501,0.499,0.500,1
0005,0005_2m_-15P_0V_10H.jpg,-0.278,12.237,0.500,0.501,0.499,0.500,1
0005,0005_2m_-15P_0V_15H.jpg,-0.134,12.479,0.500,0.501,0.499,0.499,0
0005,0005_2m_-15P_0V_5H.jpg,-0.362,12.617,0.500,0.502,0.499,0.500,1
0005,0005_2m_-15P_10V_-10H.jpg,-0.688,14.102,0.500,0.501,0.499,0.500,1
0005,0005_2m_-15P_10V_-15H.jpg,-0.593,13.991,0.500,0.501,0.499,0.500,0
0005,0005_2m_-15P_10V_-5H.jpg,-0.645,14.351,0.500,0.501,0.499,0.500,1
0005,0005_2m_-15P_10V_0H.jpg,-0.335,15.191,0.500,0.500,0.500,0.500,1
0005,0005_2m_-15P_10V_10H.jpg,-0.103,14.909,0.500,0.501,0.499,0.499,1
0005,0005_2m_-15P_10V_15H.jpg,-0.476,14.902,0.500,0.500,0.499,0.499,0
0005,0005_2m_-15P_10V_5H.jpg,-0.302,13.773,0.500,0.501,0.499,0.499,1
0005,0005_2m_-30P_-10V_-10H.jpg,-0.798,29.801,0.500,0.501,0.498,0.502,1
0005,0005_2m_-30P_-10V_-15H.jpg,-0.869,29.470,0.500,0.500,0.498,0.502,0
0005,0005_2m_-30P_-10V_-5H.jpg,-0.404,30.780,0.499,0.501,0.499,0.501,1
0005,0005_2m_-30P_-10V_0H.jpg,-1.066,29.355,0.500,0.501,0.499,0.502,1
0005,0005_2m_-30P_-10V_10H.jpg,-1.458,30.182,0.502,0.503,0.499,0.500,1
0005,0005_2m_-30P_-10V_15H.jpg,-1.578,30.710,0.501,0.503,0.499,0.500,0
0005,0005_2m_-30P_-10V_5H.jpg,-1.402,30.090,0.501,0.501,0.498,0.501,1
0005,0005_2m_-30P_0V_-10H.jpg,-1.057,30.476,0.499,0.500,0.499,0.500,1
0005,0005_2m_-30P_0V_-15H.jpg,-1.575,29.943,0.500,0.500,0.498,0.501,0
0005,0005_2m_-30P_0V_-5H.jpg,-1.618,29.641,0.500,0.500,0.498,0.500,1
0005,0005_2m_-30P_0V_0H.jpg,-0.344,29.769,0.500,0.501,0.498,0.500,1
0005,0005_2m_-30P_0V_10H.jpg,-1.760,30.815,0.502,0.501,0.498,0.499,1
0005,0005_2m_-30P_0V_15H.jpg,-1.134,30.309,0.501,0.503,0.499,0.500,0
0005,0005_2m_-30P_0V_5H.jpg,-1.585,30.291,0.501,0.500,0.499,0.500,1
0005,0005_2m_-30P_10V_-10H.jpg,-0.873,29.974,0.499,0.500,0.498,0.500,1
0005,0005_2m_-30P_10V_-15H.jpg,-0.067,30.224,0.499,0.500,0.497,0.500,0
0005,0005_2m_-30P_10V_-5H.jpg,-0.889,30.649,0.498,0.500,0.498,0.500,1
0005,0005_2m_-30P_10V_0H.jpg,-0.432,29.685,0.499,0.500,0.498,0.500,1
0005,0005_2m_-30P_10V_10H.jpg,-1.313,30.462,0.501,0.501,0.498,0.499,1
0005,0005_2m_-30P_10V_15H.jpg,-1.173,30.401,0.501,0.502,0.499,0.499,0
0005,0005_2m_-30P_10V_5H.jpg,-1.055,30.380,0.500,0.500,0.498,0.499,1
0005,0005_2m_0P_-10V_-10H.jpg,2.669,-3.986,0.502,0.502,0.500,0.500,1
0005,0005_2m_0P_-10V_-15H.jpg,2.489,-3.801,0.502,0.502,0.500,0.500,0
0005,0005_2m_0P_-10V_-5H.jpg,2.600,-5.372,0.501,0.502,0.501,0.500,1
0005,0005_2m_0P_-10V_0H.jpg,2.788,-5.227,0.502,0.502,0.501,0.500,1
0005,0005_2m_0P_-10V_10H.jpg,3.148,-4.294,0.501,0.502,0.500,0.501,1
0005,0005_2m_0P_-10V_15H.jpg,2.730,-3.236,0.501,0.502,0.500,0.501,0
0005,0005_2m_0P_-10V_5H.jpg,2.995,-4.487,0.501,0.501,0.501,0.500,1
0005,0005_2m_0P_0V_-10H.jpg,2.534,-3.055,0.502,0.501,0.500,0.499,1
0005,0005_2m_0P_0V_-15H.jpg,2.357,-3.684,0.502,0.501,0.500,0.499,0
0005,0005_2m_0P_0V_-5H.jpg,2.787,-4.332,0.501,0.501,0.500,0.499,1
0005,0005_2m_0P_0V_0H.jpg,3.659,-4.841,0.502,0.501,0.500,0.499,1
0005,0005_2m_0P_0V_10H.jpg,3.134,-4.213,0.501,0.501,0.500,0.500,1
0005,0005_2m_0P_0V_15H.jpg,2.736,-5.112,0.501,0.500,0.500,0.500,0
0005,0005_2m_0P_0V_5H.jpg,2.667,-3.780,0.502,0.501,0.500,0.500,1
0005,0005_2m_0P_10V_-10H.jpg,2.398,-4.627,0.501,0.501,0.499,0.498,1
0005,0005_2m_0P_10V_-15H.jpg,2.555,-6.615,0.502,0.501,0.499,0.498,0
0005,0005_2m_0P_10V_-5H.jpg,2.410,-5.583,0.502,0.500,0.500,0.498,1
0005,0005_2m_0P_10V_0H.jpg,2.882,-6.987,0.501,0.500,0.501,0.498,1
0005,0005_2m_0P_10V_10H.jpg,3.073,-3.502,0.501,0.499,0.500,0.500,1
0005,0005_2m_0P_10V_15H.jpg,3.580,-5.185,0.501,0.500,0.500,0.499,0
0005,0005_2m_0P_10V_5H.jpg,3.007,-6.538,0.502,0.500,0.501,0.499,1
0005,0005_2m_15P_-10V_-10H.jpg,1.515,-19.172,0.503,0.503,0.501,0.501,1
0005,0005_2m_15P_-10V_-15H.jpg,1.422,-17.596,0.503,0.503,0.500,0.502,0
0005,0005_2m_15P_-10V_-5H.jpg,1.309,-17.621,0.503,0.503,0.501,0.501,1
0005,0005_2m_15P_-10V_0H.jpg,1.487,-18.284,0.503,0.502,0.502,0.502,1
0005,0005_2m_15P_-10V_10H.jpg,1.583,-16.931,0.504,0.501,0.502,0.501,1
0005,0005_2m_15P_-10V_15H.jpg,1.812,-17.230,0.503,0.502,0.502,0.501,0
0005,0005_2m_15P_-10V_5H.jpg,1.715,-18.510,0.503,0.502,0.502,0.501,1
0005,0005_2m_15P_0V_-10H.jpg,1.053,-19.305,0.503,0.502,0.501,0.500,1
0005,0005_2m_15P_0V_-15H.jpg,0.951,-19.143,0.503,0.501,0.500,0.500,0
0005,0005_2m_15P_0V_-5H.jpg,1.236,-19.560,0.503,0.502,0.501,0.499,1
0005,0005_2m_15P_0V_0H.jpg,2.148,-17.246,0.502,0.502,0.501,0.500,1
0005,0005_2m_15P_0V_10H.jpg,1.303,-17.847,0.503,0.501,0.501,0.500,1
0005,0005_2m_15P_0V_15H.jpg,1.278,-19.783,0.503,0.501,0.501,0.500,0
0005,0005_2m_15P_0V_5H.jpg,1.285,-19.535,0.503,0.502,0.501,0.500,1
0005,0005_2m_15P_10V_-10H.jpg,1.266,-19.090,0.503,0.501,0.500,0.500,1
0005,0005_2m_15P_10V_-15H.jpg,1.156,-17.850,0.502,0.501,0.500,0.500,0
0005,0005_2m_15P_10V_-5H.jpg,1.673,-19.121,0.502,0.501,0.502,0.499,1
0005,0005_2m_15P_10V_0H.jpg,1.002,-19.398,0.502,0.501,0.501,0.499,1
0005,0005_2m_15P_10V_10H.jpg,1.935,-19.416,0.503,0.500,0.501,0.500,1
0005,0005_2m_15P_10V_15H.jpg,1.832,-19.077,0.502,0.500,0.501,0.500,0
0005,0005_2m_15P_10V_5H.jpg,1.691,-16.530,0.502,0.501,0.501,0.499,1
0005,0005_2m_30P_-10V_-10H.jpg,-0.354,-32.617,0.502,0.501,0.502,0.501,1
0005,0005_2m_30P_-10V_-15H.jpg,-0.344,-33.799,0.502,0.500,0.501,0.501,0
0005,0005_2m_30P_-10V_-5H.jpg,-0.261,-32.416,0.503,0.502,0.502,0.502,1
0005,0005_2m_30P_-10V_0H.jpg,-0.421,-32.013,0.502,0.502,0.502,0.502,1
0005,0005_2m_30P_-10V_10H.jpg,-0.032,-31.765,0.503,0.502,0.503,0.502,1
0005,0005_2m_30P_-10V_15H.jpg,-0.235,-30.711,0.503,0.502,0.503,0.504,0
0005,0005_2m_30P_-10V_5H.jpg,0.076,-31.956,0.503,0.502,0.502,0.502,1
0005,0005_2m_30P_0V_-10H.jpg,-0.596,-32.097,0.502,0.501,0.500,0.501,1
0005,0005_2m_30P_0V_-15H.jpg,-0.551,-32.579,0.501,0.500,0.500,0.500,0
0005,0005_2m_30P_0V_-5H.jpg,-1.100,-31.922,0.502,0.501,0.502,0.500,1
0005,0005_2m_30P_0V_0H.jpg,-0.766,-31.925,0.502,0.501,0.502,0.502,1
0005,0005_2m_30P_0V_10H.jpg,-0.613,-32.106,0.503,0.502,0.503,0.502,1
0005,0005_2m_30P_0V_15H.jpg,-0.549,-31.704,0.503,0.501,0.504,0.501,0
0005,0005_2m_30P_0V_5H.jpg,-0.370,-32.340,0.503,0.501,0.502,0.502,1
0005,0005_2m_30P_10V_-10H.jpg,-0.537,-32.677,0.501,0.500,0.501,0.501,1
0005,0005_2m_30P_10V_-15H.jpg,-0.400,-32.540,0.501,0.500,0.501,0.500,0
0005,0005_2m_30P_10V_-5H.jpg,-0.556,-32.018,0.502,0.500,0.502,0.501,1
0005,0005_2m_30P_10V_0H.jpg,-0.496,-31.201,0.502,0.501,0.502,0.501,1
0005,0005_2m_30P_10V_10H.jpg,-0.205,-31.182,0.502,0.500,0.502,0.502,1
0005,0005_2m_30P_10V_15H.jpg,-0.681,-31.040,0.503,0.501,0.503,0.501,0
0005,0005_2m_30P_10V_5H.jpg,-0.755,-31.053,0.502,0.501,0.503,0.502,1
0006,0006_2m_-15P_-10V_-10H.jpg,-4.066,18.601,0.499,0.502,0.500,0.501,1
0006,0006_2m_-15P_-10V_-15H.jpg,-3.984,19.233,0.500,0.501,0.499,0.500,0
0006,0006_2m_-15P_-10V_-5H.jpg,-3.190,23.502,0.499,0.501,0.500,0.500,1
0006,0006_2m_-15P_-10V_0H.jpg,-3.049,21.582,0.500,0.502,0.500,0.501,1
0006,0006_2m_-15P_-10V_10H.jpg,-3.146,23.234,0.500,0.502,0.499,0.500,1
0006,0006_2m_-15P_-10V_15H.jpg,-2.749,23.939,0.501,0.502,0.499,0.500,0
0006,0006_2m_-15P_-10V_5H.jpg,-2.763,24.179,0.500,0.502,0.500,0.501,1
0006,0006_2m_-15P_0V_-10H.jpg,-3.162,21.398,0.499,0.501,0.499,0.499,1
0006,0006_2m_-15P_0V_-15H.jpg,-2.847,22.692,0.499,0.500,0.498,0.498,0
0006,0006_2m_-15P_0V_-5H.jpg,-2.948,21.482,0.499,0.502,0.500,0.500,1
0006,0006_2m_-15P_0V_0H.jpg,0.239,27.750,0.498,0.500,0.499,0.499,1
0006,0006_2m_-15P_0V_10H.jpg,-3.111,21.018,0.500,0.501,0.499,0.500,1
0006,0006_2m_-15P_0V_15H.jpg,-2.085,22.693,0.501,0.501,0.499,0.500,0
0006,0006_2m_-15P_0V_5H.jpg,-2.119,22.634,0.499,0.502,0.500,0.500,1
0006,0006_2m_-15P_10V_-10H.jpg,-2.299,22.678,0.499,0.500,0.499,0.498,1
0006,0006_2m_-15P_10V_-15H.jpg,-2.353,21.833,0.498,0.500,0.497,0.498,0
0006,0006_2m_-15P_10V_-5H.jpg,-2.186,22.171,0.498,0.501,0.500,0.499,1
0006,0006_2m_-15P_10V_0H.jpg,-2.434,22.554,0.499,0.501,0.500,0.499,1
0006,0006_2m_-15P_10V_10H.jpg,-2.171,23.917,0.500,0.500,0.499,0.498,1
0006,0006_2m_-15P_10V_15H.jpg,-1.768,25.297,0.501,0.501,0.499,0.498,0
0006,0006_2m_-15P_10V_5H.jpg,-2.224,22.116,0.499,0.500,0.500,0.499,1
0006,0006_2m_-30P_-10V_-10H.jpg,178.946,39.178,0.499,0.503,0.500,0.500,1
0006,0006_2m_-30P_-10V_-15H.jpg,-2.374,35.849,0.499,0.504,0.499,0.499,0
0006,0006_2m_-30P_-10V_-5H.jpg,-2.182,35.511,0.499,0.503,0.499,0.499,1
0006,0006_2m_-30P_-10V_0H.jpg,-2.278,34.970,0.500,0.503,0.499,0.500,1
0006,0006_2m_-30P_-10V_10H.jpg,178.775,38.080,0.502,0.503,0.499,0.499,1
0006,0006_2m_-30P_-10V_15H.jpg,-1.918,35.455,0.502,0.501,0.499,0.500,0
0006,0006_2m_-30P_-10V_5H.jpg,-1.820,35.463,0.500,0.503,0.499,0.500,1
